object,ra,dec,sma1_25p5,pa1_25p5,ellip1_25p5,sma1_26p5,pa1_26p5,ellip1_26p5,sma2_25p5,pa2_25p5,ellip2_25p5,sma2_26p5,pa2_26p5,ellip2_26p5,mag1,emag1,mag2,emag2,sky1,ssky1,esky1,sky2,ssky2,esky2,c31_1,c42_1,c31_2,c42_2,mabs1,mabs2,mstar,dmean,dstd,dmin,dmax,dmed,type,bar,ring,multiple,compactness,t,e_t,lc,e_lc,logd25,e_logd25,logr25,e_logr25,pa,brief,e_brief,bt,e_bt,it,e_it,ubt,bvt,ube,bve,vmaxg,e_vmaxg,vdis,e_vdis,mg2,e_mg2,m21,e_m21,mfir,vrad,e_vrad,vopt,e_vopt,v,e_v,ag,ai,incl,a21,lambda,logdc,btc,ubtc,bvtc,bri25,vrot,e_vrot,m21c,hic,vlg,vgsr,vvir,v3k,modz,mod0,mabs,summary,x,y,z,spt_ind,cntr
UGC00260,6.762137,11.583803,99.4,25.4,0.776,105.7,24.4,0.747,80.6,24.8,0.752,104.0,25.4,0.767,12.767,0.001,13.137,0.001,0.06834,0.012544,0.001541,0.191107,0.012471,0.001444,3.224,3.158,3.236,3.161,-19.777,-19.407,9.995,32.275,2.278,28.3,34.8,33.15,Sc,,,M,,5.8,0.5,,,1.329,0.035,0.52,0.028,23.0,,,14.03,0.362,12.377,0.07,,,,,117.93,2.65,,,,,13.918,0.101,12.702,2133.5,3.5,2178.4,10.0,2138.3,10.1,0.326,0.894,75.9,0.07,,1.338,12.801,,,23.415,121.59,2.74,13.849,1.048,2358.4,2265.0,2167.1,1796.1,32.507,32.27,-19.706,"<a href=""/data/SPITZER/S4G/galaxies/UGC00260.html"">Data Access</a>",0.9728172789018639,0.1153494770849588,0.2008009960289034,232022201,1870
UGC00290,7.284883,15.899069,43.0,-47.3,0.787,53.4,-45.6,0.764,39.3,-43.7,0.83,44.6,-44.0,0.754,16.412,0.005,16.96,0.008,0.099864,0.013457,0.002272,0.188206,0.012769,0.001732,2.734,2.707,2.831,2.784,-13.349,-12.801,7.556,8.96,0.159,8.81,9.17,8.93,I,,,,,9.5,1.0,9.0,3.2,1.262,0.041,0.811,0.055,133.54,,,16.769,0.354,16.219,0.17,,,,,32.97,0.72,,,,,15.473,0.13,,764.7,4.0,756.1,1.5,757.1,2.2,0.466,1.489,90.0,0.83,1.977,1.273,14.814,,,25.168,32.97,,14.647,-0.167,991.2,893.7,806.4,419.3,30.403,,-15.589,"<a href=""/data/SPITZER/S4G/galaxies/UGC00290.html"">Data Access</a>",0.9539824847439241,0.1219521528454661,0.2739435913069782,232311201,1871
UGC00313,7.85842,6.20682,38.0,16.1,0.389,42.9,13.4,0.37,36.4,17.0,0.416,42.1,10.7,0.406,13.976,0.004,14.381,0.001,0.115441,0.01206,0.001346,0.221789,0.012772,0.001237,2.458,2.528,2.416,2.443,-18.363,-17.958,9.455,,,,,,Sbc,,,,,4.3,2.1,,,1.08,0.081,0.23,0.048,17.5,,,14.351,0.373,13.029,0.109,,,,,48.29,1.76,,,,,17.665,0.168,,2085.0,7.2,2055.0,50.4,2084.4,5.9,0.115,0.376,55.93,0.03,,1.081,13.847,,,23.067,58.3,2.19,17.635,3.788,2283.2,2194.1,2085.0,1742.7,32.426,,-18.579,"<a href=""/data/SPITZER/S4G/galaxies/UGC00313.html"">Data Access</a>",0.9848020980035544,0.1359242172636079,0.108117690176367,232033013,1872
UGC00320,8.12872,2.57464,40.1,-9.6,0.799,49.4,-7.3,0.768,40.3,-10.1,0.835,48.8,-11.5,0.8,15.949,0.001,16.423,0.022,0.12829,0.01422,0.001426,0.297236,0.014861,0.001988,2.896,2.898,2.793,2.784,-17.106,-16.632,9.003,40.833,4.697,37.5,49.7,38.75,Sc,,,,,6.1,0.6,,,1.102,0.035,0.765,0.024,171.33,,,16.05,0.5,14.772,0.064,,,,,66.28,1.67,,,,,16.301,0.253,,2374.0,7.8,,,2374.0,7.8,0.1,1.306,90.0,0.83,,1.08,14.634,,,23.839,66.28,,15.475,0.841,2558.0,2472.7,2356.2,2033.6,32.698,,-18.064,"<a href=""/data/SPITZER/S4G/galaxies/UGC00320.html"">Data Access</a>",0.9889535977288925,0.1412547384135752,0.0449208238436533,232001320,1873
UGC00477,11.554634,19.489885,96.0,-14.8,0.804,107.6,-16.1,0.768,78.1,-14.6,0.794,102.8,-14.1,0.815,14.328,0.002,14.772,0.004,0.033591,0.013984,0.003075,0.049053,0.013838,0.002264,3.373,3.237,3.312,3.193,-18.441,-17.997,9.515,35.8,0.424,35.5,36.1,35.8,Sd,,,,,7.9,0.9,,,1.476,0.048,0.602,0.058,168.99,,,15.171,0.41,,,,,,,103.08,2.84,,,,,14.26,0.115,,2647.9,4.7,2662.0,19.4,2648.7,3.9,0.158,1.089,90.0,0.83,,1.467,13.917,,,25.081,103.08,,13.434,-0.483,2888.0,2784.7,2709.8,2323.8,32.973,32.79,-19.055,"<a href=""/data/SPITZER/S4G/galaxies/UGC00477.html"">Data Access</a>",0.9235957846813337,0.1888250070301393,0.3336404400532694,232312233,1874
UGC00634,15.353486,7.625458,53.7,32.1,0.509,79.6,36.0,0.597,50.2,32.9,0.574,60.8,23.9,0.472,15.008,0.005,15.426,0.015,0.121504,0.012354,0.002153,0.244519,0.012817,0.001333,2.956,2.896,2.883,2.882,-17.282,-16.863,9.033,28.7,,28.7,28.7,28.7,Sm,B,,,D,8.8,0.5,9.0,0.4,1.225,0.066,0.199,0.05,35.0,24.239,0.311,15.06,0.074,13.919,0.109,-0.18,0.48,-0.125,0.51,60.87,1.75,,,,,14.815,0.116,,2212.3,3.6,,,2212.3,3.6,0.224,0.367,58.47,0.03,1.777,1.239,14.466,-0.257,0.372,24.52,71.41,2.15,14.783,0.317,2404.8,2308.9,2209.7,1888.3,32.546,,-18.08,"<a href=""/data/SPITZER/S4G/galaxies/UGC00634.html"">Data Access</a>",0.9557829606450605,0.2624318795895578,0.132696799945042,232011212,1875
UGC00711,17.154755,1.640961,86.8,-62.7,0.789,103.8,-62.7,0.789,65.8,-60.7,0.811,74.3,-60.7,0.811,14.335,0.002,14.905,0.053,0.083344,0.017084,0.004097,0.20286,0.021882,0.003166,2.871,2.838,2.596,2.558,-17.626,-17.056,9.282,24.673,5.465,18.5,35.3,24.6,SBcd,B,,,,6.5,0.7,,,1.01,0.134,0.51,0.221,125.99,,,15.227,0.523,12.895,0.079,,,,,88.74,2.32,,,,,14.475,0.106,,1977.7,4.2,2010.0,43.2,1978.0,3.7,0.11,0.9,74.73,0.06,,1.0,14.21,,,23.014,91.99,2.49,14.412,0.202,2143.4,2053.0,1943.2,1660.2,32.254,32.13,-18.044,"<a href=""/data/SPITZER/S4G/galaxies/UGC00711.html"">Data Access</a>",0.955119720348571,0.2948326382541211,0.0286362571119561,232010221,1876
UGC00866,20.028489,-0.205455,41.8,58.9,0.663,52.5,56.7,0.649,35.9,57.9,0.666,41.9,52.2,0.618,15.343,0.001,15.85,0.005,0.091755,0.011627,0.001441,0.214713,0.011994,0.001488,2.572,2.574,2.427,2.409,-16.749,-16.242,8.885,26.2,0.283,26.0,26.4,26.2,Sd,,,,,7.8,0.9,,,1.152,0.038,0.565,0.028,57.06,,,15.558,0.247,14.621,0.261,,,,,57.36,2.0,,,,,16.038,0.234,,1726.1,8.6,1745.1,6.7,1738.0,7.5,0.15,1.023,90.0,0.83,,1.144,14.381,,,23.924,57.36,,15.211,0.831,1890.2,1800.4,1690.4,1430.1,31.968,,-17.587,"<a href=""/data/SPITZER/S4G/galaxies/UGC00866.html"">Data Access</a>",0.9395164026436046,0.342485139505678,-0.0035858585299177,100020010,1877
UGC00882,20.231151,6.574113,47.3,-86.8,0.483,69.3,-73.9,0.539,36.8,84.1,0.353,45.7,85.1,0.272,15.168,0.005,15.578,0.011,0.079394,0.011995,0.001776,0.18358,0.012255,0.001797,2.613,2.611,2.418,2.402,-17.401,-16.991,9.074,,,,,,I,,,,D,9.8,1.0,,,1.183,0.106,0.108,0.058,85.0,,,15.559,0.317,14.099,0.109,,,,,57.31,1.95,,,,,16.058,0.158,,2330.3,6.2,2332.0,1.0,2332.0,0.6,0.294,0.2,43.51,0.02,,1.207,15.064,,,24.993,83.23,3.13,16.036,0.973,2511.3,2413.8,2317.8,2022.3,32.661,,-17.597,"<a href=""/data/SPITZER/S4G/galaxies/UGC00882.html"">Data Access</a>",0.9321354127587073,0.3435345644052359,0.1144883196665033,232323300,1878
UGC00891,20.3295,12.41167,64.7,48.5,0.601,86.0,48.9,0.646,58.2,49.7,0.612,72.8,45.8,0.596,14.927,0.003,15.341,0.005,0.04902,0.006686,0.001093,0.075231,0.009656,0.002151,2.539,2.511,2.473,2.432,-14.938,-14.525,8.091,9.4,,9.4,9.4,9.4,SABm,B,,,,9.0,0.9,8.3,0.6,1.435,0.055,0.319,0.049,47.0,23.904,0.312,14.677,0.135,,,-0.11,0.61,-0.21,0.57,49.64,1.71,,,,,14.612,0.088,,642.8,3.3,,,642.8,3.3,0.127,0.588,74.79,0.06,1.754,1.435,13.961,-0.182,0.509,24.943,51.44,1.8,14.549,0.587,843.7,740.6,657.7,334.9,29.942,,-15.981,"<a href=""/data/SPITZER/S4G/galaxies/UGC00891.html"">Data Access</a>",0.915794508775463,0.3392988142298195,0.2149342512466239,232331213,1879
UGC00903,20.449264,17.592603,57.3,50.9,0.547,68.1,51.0,0.483,53.9,49.5,0.57,61.4,49.3,0.496,11.703,0.001,12.032,0.001,0.086027,0.011806,0.001583,0.20276,0.012289,0.001467,2.98,2.976,2.925,2.992,-21.327,-20.998,10.584,40.367,8.795,33.3,52.0,35.9,Sbc,,,,,4.0,1.3,,,1.219,0.034,0.641,0.026,51.6,,,14.493,0.324,12.242,0.047,,,,,163.23,6.03,,,,,14.641,0.09,10.886,2513.2,5.2,2518.0,7.0,2514.9,3.4,0.43,0.962,90.0,0.83,,1.234,13.085,,,23.236,163.23,,13.815,0.731,2733.1,2626.0,2555.5,2211.4,32.873,,-19.789,"<a href=""/data/SPITZER/S4G/galaxies/UGC00903.html"">Data Access</a>",0.8931590046754196,0.3330373049403943,0.3022468294047972,232302202,1880
UGC00941,20.884736,6.960419,31.7,76.2,0.306,44.5,80.3,0.339,28.3,79.8,0.33,35.1,89.5,0.286,15.439,0.103,15.926,0.005,0.091518,0.011842,0.001608,0.107321,0.012059,0.001218,2.882,2.92,2.466,2.481,-17.474,-16.986,9.16,,,,,,IAB,B,,,,9.9,0.4,,,1.015,0.09,0.134,0.048,,,,15.609,0.41,,,,,,,30.85,1.08,,,,,15.934,0.165,,2727.8,4.3,2728.0,1.0,2728.0,0.9,0.187,0.248,48.21,0.02,,1.028,15.173,,,24.152,41.37,1.54,15.912,0.74,2907.5,2809.3,2714.9,2420.4,32.973,,-17.8,"<a href=""/data/SPITZER/S4G/galaxies/UGC00941.html"">Data Access</a>",0.9274137890980165,0.3538618205000726,0.1211836448669295,232323222,1881
UGC00958,21.142548,16.536992,43.2,26.1,0.779,47.9,26.9,0.755,40.7,26.4,0.774,50.4,32.3,0.774,15.531,0.001,15.817,0.001,0.076086,0.012046,0.001565,0.082927,0.01211,0.001135,2.794,2.762,2.878,2.863,-17.153,-16.867,8.883,34.417,2.518,32.1,38.4,33.2,Sc,B,,,,5.7,0.6,,,1.162,0.033,0.758,0.027,27.33,,,15.585,0.502,14.342,0.064,,,,,66.05,2.37,,,,,15.751,0.081,,2415.2,4.6,2451.0,36.0,2415.8,4.5,0.385,1.274,90.0,0.83,,1.168,13.915,,,23.712,66.05,,14.925,1.01,2629.2,2522.5,2450.3,2113.4,32.77,,-18.854,"<a href=""/data/SPITZER/S4G/galaxies/UGC00958.html"">Data Access</a>",0.8941064761082265,0.3457700209140348,0.2846343303581587,232302212,1882
UGC00964,21.145607,7.721099,37.0,89.1,0.68,40.7,-89.1,0.657,34.1,-88.5,0.644,41.3,-89.2,0.641,14.5,0.002,14.877,0.001,0.093777,0.011899,0.001469,0.109494,0.012369,0.001512,2.85,2.788,2.782,2.743,-19.587,-19.209,9.924,65.667,24.513,37.8,83.9,75.3,Sb,,,,,3.0,2.0,,,1.098,0.038,0.464,0.029,90.2,,,15.422,0.275,14.684,0.299,,,,,94.29,3.62,,,,,15.689,0.168,,2735.1,7.5,2737.0,1.1,2736.9,0.7,0.2,0.643,76.42,0.07,,1.098,14.559,,,23.915,97.0,3.74,15.619,1.06,2918.9,2819.7,2727.4,2430.3,33.005,32.89,-18.446,"<a href=""/data/SPITZER/S4G/galaxies/UGC00964.html"">Data Access</a>",0.924210934922083,0.3574687803301827,0.1343511029344415,232323213,1883
UGC01014,21.598213,6.277794,34.2,32.4,0.103,46.4,57.0,0.248,32.5,27.5,0.163,40.7,37.6,0.199,14.843,0.01,15.396,0.007,0.092926,0.016001,0.002937,0.11081,0.013238,0.001514,2.487,2.53,2.399,2.389,-17.527,-16.973,9.23,,,,,,SABm,B,R,,,9.3,0.6,,,1.067,0.045,0.144,0.031,170.0,,,15.163,0.423,13.829,0.109,,,,,20.62,1.12,,,,,16.172,0.172,,2132.0,7.1,2132.0,1.0,2132.0,0.7,0.139,0.267,50.03,0.03,,1.074,14.754,,,23.94,26.9,1.5,16.146,1.392,2307.4,2209.6,2114.6,1826.8,32.466,,-17.713,"<a href=""/data/SPITZER/S4G/galaxies/UGC01014.html"">Data Access</a>",0.9242124099306986,0.3658882356660983,0.1093490755847525,232323231,1884
UGC01020,21.68326,17.264476,46.6,61.8,0.418,78.1,66.5,0.575,40.6,59.1,0.349,52.5,56.6,0.384,13.806,0.001,14.204,0.011,0.082424,0.011676,0.002025,0.087035,0.012152,0.001343,4.057,3.76,4.043,3.778,-19.034,-18.637,9.718,,,,,,Sab,,,,,2.1,3.1,,,1.034,0.044,0.434,0.034,51.67,,,15.039,0.357,,,,,,,109.78,5.5,,,,,14.953,0.146,,2589.0,7.4,2589.0,5.0,2589.0,2.9,0.687,0.512,76.1,0.07,,1.081,13.814,,,23.35,113.1,5.69,14.884,1.07,2803.7,2696.3,2626.5,2289.0,32.907,,-19.094,"<a href=""/data/SPITZER/S4G/galaxies/UGC01020.html"">Data Access</a>",0.8873736188515512,0.3528285668035359,0.2967828549860398,232302222,1885
UGC01104,23.177167,18.317079,50.5,-0.3,0.474,61.4,-0.1,0.451,43.7,1.1,0.469,58.4,-2.7,0.507,14.314,0.027,14.74,0.006,0.049055,0.007511,9.82E-4,0.084687,0.011383,0.001121,3.007,3.087,2.938,3.023,-15.075,-14.65,8.155,7.55,,7.55,7.55,7.55,I,,,,,9.5,2.0,,,1.073,0.047,0.203,0.027,178.99,,,14.409,0.231,12.219,0.109,-0.153,0.533,-0.333,0.413,43.96,2.0,,,,,15.2,0.128,,684.5,4.4,669.0,50.4,684.4,3.3,0.267,0.376,59.0,0.03,,1.09,13.765,-0.234,0.421,23.098,51.29,2.37,15.168,1.402,899.5,790.8,725.3,390.3,30.185,29.39,-16.419,"<a href=""/data/SPITZER/S4G/galaxies/UGC01104.html"">Data Access</a>",0.8727134084881686,0.3736338412866694,0.314275451300815,232303121,1886
UGC01110,23.323823,13.332481,59.5,-6.5,0.707,64.4,-7.8,0.659,57.3,-6.1,0.723,62.9,-7.3,0.682,14.384,0.001,14.773,0.007,0.104528,0.013123,0.001869,0.242937,0.013843,0.00165,2.655,2.694,2.674,2.668,-18.415,-18.027,9.464,36.3,2.287,33.7,38.0,37.2,SABc,B,,,D,5.9,0.5,,,1.226,0.03,0.658,0.03,176.28,,,15.251,0.245,13.95,0.27,,,,,90.45,2.71,,,,,15.948,0.087,,2765.7,4.2,2769.3,3.3,2767.9,2.2,0.236,1.123,82.79,0.13,,1.222,13.879,,,23.865,91.17,2.73,15.817,1.937,2965.9,2860.8,2783.8,2470.3,33.036,32.64,-19.157,"<a href=""/data/SPITZER/S4G/galaxies/UGC01110.html"">Data Access</a>",0.8935325825859809,0.3852564342981155,0.2306013956790574,232302002,1887
UGC01112,23.328585,3.070333,42.8,-72.2,0.546,51.0,-71.3,0.49,42.6,-73.1,0.61,48.5,-66.3,0.506,14.61,0.009,15.043,0.003,0.103452,0.011776,0.001474,0.254486,0.01334,0.001771,2.773,2.744,2.739,2.671,-17.443,-17.01,9.108,25.75,0.495,25.4,26.1,25.75,Sc,,,,,5.8,0.5,,,1.046,0.042,0.347,0.026,108.5,,,14.944,0.322,13.452,0.064,,,,,62.67,2.5,,,,,16.235,0.253,,1710.0,6.3,1694.1,30.9,1709.4,4.9,0.108,0.605,65.29,0.04,,1.043,14.223,,,23.241,68.99,2.77,16.195,1.972,1868.4,1773.2,1673.9,1410.7,31.968,,-17.744,"<a href=""/data/SPITZER/S4G/galaxies/UGC01112.html"">Data Access</a>",0.9169308168039821,0.3954352200806839,0.0535617766221696,232120210,1888
UGC01133,23.761422,4.381263,30.0,-50.4,0.163,46.2,-4.9,0.213,24.5,-35.6,0.114,41.5,-12.1,0.267,15.871,0.005,16.165,0.022,0.094635,0.010938,0.001684,0.156028,0.011439,0.001107,2.944,2.951,2.866,2.91,-16.136,-15.842,8.482,25.2,,25.2,25.2,25.2,I,,,,,9.9,0.4,9.0,0.4,1.539,0.05,0.287,0.057,,,,14.334,0.143,,,-0.206,0.213,-0.113,0.301,45.77,1.88,,,,,14.794,0.111,,1964.1,5.1,1967.0,1.0,1966.9,0.7,0.141,0.532,70.38,0.05,1.914,1.541,13.661,-0.288,0.099,25.181,48.59,2.04,14.745,1.084,2130.3,2033.5,1937.4,1669.4,32.254,,-18.593,"<a href=""/data/SPITZER/S4G/galaxies/UGC01133.html"">Data Access</a>",0.9125566730266234,0.4017517060773321,0.0763929655042482,232120232,1889
UGC01176,25.04055,15.9047,62.2,40.8,0.276,89.4,35.4,0.303,53.0,33.1,0.184,81.0,38.3,0.327,14.425,0.065,14.742,0.002,0.055608,0.009854,0.001605,0.099612,0.014244,0.002026,2.523,2.601,2.495,2.589,-15.387,-15.07,8.199,9.17,0.184,9.04,9.3,9.17,I,,,,,9.9,0.4,9.0,0.4,1.639,0.048,0.104,0.05,,25.089,0.305,14.361,0.211,,,-0.13,0.57,-0.095,0.635,15.6,0.37,,,,,13.983,0.093,,631.4,2.8,630.0,60.0,631.3,2.0,0.272,0.193,42.69,0.02,1.87,1.66,13.895,-0.196,0.478,26.08,23.0,0.62,13.961,0.066,834.7,726.9,658.1,341.4,29.942,29.78,-16.048,"<a href=""/data/SPITZER/S4G/galaxies/UGC01176.html"">Data Access</a>",0.8713253991521807,0.4070567075148939,0.2740381098669075,232302121,1890
UGC01195,25.612959,13.977811,111.8,47.8,0.761,127.2,53.0,0.71,104.7,47.3,0.782,128.9,48.2,0.781,13.633,0.007,14.097,0.004,0.083355,0.012491,0.001778,0.209307,0.013609,0.002082,3.041,3.016,2.98,2.95,-16.534,-16.07,8.767,10.8,,10.8,10.8,10.8,I,,,,,9.8,0.7,,,1.26,0.036,0.504,0.025,44.92,,,14.074,0.414,13.301,0.369,,,,,56.86,1.71,,,,,14.294,0.107,,773.5,3.5,776.2,2.2,775.4,1.5,0.283,0.933,90.0,0.83,,1.266,12.858,,,23.081,56.86,,13.468,0.61,970.9,864.4,791.9,486.2,30.403,,-17.545,"<a href=""/data/SPITZER/S4G/galaxies/UGC01195.html"">Data Access</a>",0.8750338161321354,0.4194893292864202,0.2415461099667338,232111022,1891
UGC01197,25.638084,18.306007,56.8,52.1,0.728,67.5,58.4,0.648,51.2,52.3,0.75,65.3,54.1,0.778,14.983,0.005,15.471,0.009,0.066202,0.011921,0.00151,0.062825,0.012172,0.001751,3.084,3.117,2.876,2.944,-17.801,-17.314,9.291,36.05,1.202,35.2,36.9,36.05,I,,,,,9.8,0.7,,,1.236,0.072,0.497,0.058,57.0,,,15.143,0.41,,,,,,,81.15,2.04,,,,,14.981,0.085,,2796.1,4.6,,,2796.1,4.6,0.311,0.92,90.0,0.83,,1.246,13.912,,,24.046,81.15,,14.155,0.243,3006.1,2896.5,2834.2,2510.4,33.068,32.73,-19.156,"<a href=""/data/SPITZER/S4G/galaxies/UGC01197.html"">Data Access</a>",0.8559202264163528,0.4107880054449604,0.3140919938392739,232110100,1892
UGC01200,25.70123,13.15599,59.6,-11.1,0.45,70.8,-9.3,0.433,52.0,-9.5,0.451,70.0,-14.2,0.51,13.883,0.001,14.321,0.002,0.066953,0.013004,0.002232,0.065768,0.012734,0.001605,2.686,2.674,2.598,2.598,-16.375,-15.937,8.684,,,,,,IB,B,,,,9.9,0.4,,,1.133,0.054,0.256,0.026,167.83,,,14.315,0.246,13.352,0.224,,,,,54.27,1.66,,,,,14.943,0.245,,809.2,4.7,783.2,2.0,787.4,6.8,0.204,0.475,66.22,0.04,,1.142,13.636,,,23.193,59.31,1.84,14.902,1.266,979.7,873.9,799.6,498.0,30.403,,-16.767,"<a href=""/data/SPITZER/S4G/galaxies/UGC01200.html"">Data Access</a>",0.877418303120165,0.4222961114755435,0.2276029779734126,232111033,1893
UGC01240,26.585806,4.264288,31.1,86.0,0.617,37.7,87.3,0.584,29.9,82.8,0.643,34.8,82.1,0.605,15.411,0.003,15.815,0.004,0.107513,0.011678,0.001457,0.248469,0.012637,0.001182,2.677,2.677,2.605,2.583,-16.565,-16.16,8.735,,,,,,Sd,,,,,7.9,0.7,,,1.022,0.041,0.5,0.026,88.5,,,14.926,0.348,,,-0.324,0.401,-0.203,0.401,54.11,2.56,,,,,15.831,0.156,,1796.7,6.2,1794.3,48.4,1796.7,4.4,0.127,0.908,90.0,0.83,,1.014,13.887,-0.422,0.265,22.768,54.11,,15.005,1.118,1953.3,1855.7,1763.2,1509.5,32.067,,-18.181,"<a href=""/data/SPITZER/S4G/galaxies/UGC01240.html"">Data Access</a>",0.8917895157683731,0.4462986333396725,0.074357174803454,232123331,1894
NGC4701,192.298304,3.388723,71.4,56.3,0.171,92.9,46.7,0.259,66.5,53.7,0.178,71.3,34.0,0.066,12.233,0.001,12.641,0.002,0.049284,0.020247,0.002616,0.104571,0.05708,0.002798,3.359,3.469,3.425,3.53,-19.654,-19.246,9.974,23.843,6.093,17.1,34.8,25.1,Sc,,,,,5.9,0.5,3.7,1.4,1.24,0.037,0.132,0.029,36.73,,,12.817,0.029,,,-0.22,0.42,-0.19,0.52,69.5,2.31,,,,,13.588,0.182,11.952,722.8,8.4,724.6,6.4,724.0,3.7,0.127,0.233,43.29,0.02,0.967,1.247,12.454,-0.263,0.36,22.498,101.37,3.51,13.566,1.112,571.5,652.7,777.0,1051.1,30.297,31.271,-17.843,"<a href=""/data/SPITZER/S4G/galaxies/NGC4701.html"">Data Access</a>",-0.9753434864057747,-0.2126290278253382,0.0591098980872057,212012230,1281
NGC4707,192.09555,51.1659,68.1,-0.6,0.159,84.9,12.1,0.126,50.0,52.8,0.127,66.8,34.2,0.146,14.736,0.005,15.511,0.002,0.026131,0.007138,0.001621,0.097296,0.010528,0.001094,1.929,1.803,1.865,1.679,-14.779,-14.004,8.295,8.0,,8.0,8.0,8.0,Sm,,,,D,8.8,0.5,9.0,0.4,1.34,0.056,0.038,0.051,,23.015,0.305,13.434,0.239,,,-0.12,0.49,0.06,0.68,26.22,1.05,,,,,14.791,0.129,,467.2,5.5,,,467.2,5.5,0.048,0.071,26.23,0.02,1.754,1.343,13.315,-0.136,0.468,23.797,59.32,2.99,14.77,1.455,550.6,549.8,710.2,645.7,30.185,,-16.87,"<a href=""/data/SPITZER/S4G/galaxies/NGC4707.html"">Data Access</a>",-0.613146325301585,-0.1313973733447566,0.7789648991111612,211101230,1282
NGC4710,192.41194,15.165815,176.5,29.2,0.604,201.1,31.7,0.531,162.7,28.4,0.625,195.7,36.4,0.525,10.249,0.001,10.708,0.001,0.065264,0.010894,0.00257,0.072171,0.010294,0.001217,4.114,3.811,4.32,3.99,-20.878,-20.418,10.501,16.8,,16.8,16.8,16.8,S0-a,,R,,,-0.9,0.8,,,1.642,0.027,0.589,0.048,24.66,21.082,0.36,11.855,0.203,11.238,1.086,0.38,0.89,0.415,0.965,160.0,7.54,140.56,5.61,0.189,0.006,17.652,0.269,11.099,1100.0,5.5,951.0,3.1,987.4,45.3,0.127,0.0,90.0,0.83,,1.63,11.712,0.275,0.768,23.685,160.0,,16.825,5.113,889.6,953.9,1096.7,1295.8,31.03,,-19.318,"<a href=""/data/SPITZER/S4G/galaxies/NGC4710.html"">Data Access</a>",-0.9426142628946564,-0.2074531254862734,0.2616133637900401,212330213,1283
NGC4713,192.4912,5.311358,83.0,-80.3,0.244,126.2,-78.7,0.372,77.9,-86.4,0.278,91.1,-86.9,0.277,11.803,0.002,12.235,0.003,0.143304,0.011152,0.004041,0.43545,0.017727,0.00158,2.627,2.677,2.579,2.58,-19.267,-18.835,9.836,16.367,2.399,10.9,18.7,16.7,Scd,B,,,,6.8,0.5,5.0,0.2,1.22,0.038,0.037,0.037,,21.679,0.317,12.219,0.094,11.468,0.365,-0.26,0.47,-0.23,0.45,70.1,1.76,,,,,13.46,0.077,11.381,652.7,2.9,649.6,4.9,651.9,2.0,0.121,0.068,23.77,0.02,1.188,1.23,12.028,-0.289,0.43,21.984,173.88,5.75,13.439,1.411,508.3,587.0,714.6,976.5,30.185,30.701,-18.156,"<a href=""/data/SPITZER/S4G/galaxies/NGC4713.html"">Data Access</a>",-0.972137239475812,-0.2153609947748079,0.0925679726144682,212013003,1284
NGC4722,192.884862,-13.329981,69.7,33.0,0.565,88.9,33.4,0.527,64.4,33.0,0.59,80.4,34.0,0.591,12.08,0.001,12.564,0.001,0.095171,0.014858,0.002199,0.158937,0.016764,0.002242,3.897,3.753,3.744,3.657,-19.205,-18.721,9.85,,,,,,S0-a,B,R,,,0.0,0.6,,,1.296,0.035,0.455,0.023,32.2,,,13.607,0.311,11.412,0.098,,,,,78.67,7.19,,,,,16.093,0.28,13.448,1312.0,9.4,1312.0,10.0,1312.0,4.8,0.273,0.156,90.0,0.83,,1.304,13.158,,,23.582,78.67,,15.267,2.109,1094.6,1194.2,1282.9,1640.1,31.389,,-18.231,"<a href=""/data/SPITZER/S4G/galaxies/NGC4722.html"">Data Access</a>",-0.9485568932457206,-0.2169847835306222,-0.2305589382179659,120330011,1285
NGC4723,192.76245,-13.23633,41.0,78.7,0.181,63.3,-82.1,0.147,32.6,44.0,0.466,39.3,55.2,0.356,14.977,0.031,15.745,0.017,0.06994,0.014328,0.005556,0.069507,0.012265,0.001534,3.09,3.067,2.795,2.797,-16.295,-15.527,8.896,,,,,,SABm,B,,,,8.8,1.1,8.0,0.5,1.008,0.045,0.271,0.025,42.5,,,15.16,0.416,14.08,0.077,,,,,41.19,1.7,,,,,14.683,0.163,,1302.0,5.5,1370.0,29.0,1304.4,9.7,0.246,0.499,68.21,0.05,1.69,1.02,14.413,,,23.387,44.36,1.85,14.638,0.225,1087.1,1186.5,1275.6,1632.8,31.389,,-16.976,"<a href=""/data/SPITZER/S4G/galaxies/NGC4723.html"">Data Access</a>",-0.9493845888736758,-0.215040668343827,-0.2289681492422073,120330011,1286
